iso3,country,pillar,module,indicator_id,indicator_name,indicator_type,variable_name,question,hierarchy_level,data_type,response,response_value,normalized_response_value,weight,score,parent,row_order,question_order,wip,wib,wim,regional_hub,un_region,barometer_region
TGO,Togo,Governance,GOVERNANCE,G.GOVERNANCE.DPL,Governance (G): Data protection,Primary,G.GOVERNANCE.DPL.e.e1.CONSENT,2;Please indicate which section of the framework refers to this issue.,4,supporting,"The section 3 of the Data Protection Act (1) defines the basic principles governing the processing of personal data. The Article 14 of the Data Protection Act defines the principle of consent and legitimacy.

Article 3 states that: 

This law does not apply:
1) data processing carried out by a
natural person within the exclusive framework of its activities
personal or household, provided that the data
are not intended for systematic communication
to third parties or to distribution;
2) temporary copies made as part of the technical activities of transmission and provision of access to
a digital network, for automatic storage, intermediary and transient of data and for the sole purpose of
allow other recipients of the best service
possible access to the information transmitted.


The Article 14 states that: 

The processing of personal data is considered legitimate if the data subject gives his
consent. However, this requirement may be waived when the
treatment is necessary:
1) compliance with a legal obligation to which the controller is subject;
2) the performance of a mission of public interest or relevant
the exercise of public authority vested in the controller or the third party to whom the data is
communicated;
3) the performance of a contract to which the data subject
is a party or to the execution of pre-contractual measures
taken at his request;
4) to safeguard the interest or fundamental rights and freedoms of the data subject.


Sources:  
(1) https://numerique.gouv.tg/wp-content/uploads/2020/01/Loi-n-2019-014-du-29-octobre-2019-relative-a-la-protection-des-donnees-a-caractere-personnel-in-JO29102019.pdf",,,,,G.GOVERNANCE.DPL.e.e1,2.1,50953,0.1,0.03,0.2,Local Development Research Institute (LDRI),Western Africa,Africa
TGO,Togo,Governance,GOVERNANCE,G.GOVERNANCE.DPL,Governance (G): Data protection,Primary,G.GOVERNANCE.DPL.e.e1.ACCESS_CORRECTION,The framework provides data subjects with rights to access and correct data about themselves.,4,response,Yes,2,1.0,16.0,16.0,G.GOVERNANCE.DPL.e.e1,0.0,50954,0.1,0.03,0.2,Local Development Research Institute (LDRI),Western Africa,Africa
TGO,Togo,Governance,GOVERNANCE,G.GOVERNANCE.DPL,Governance (G): Data protection,Primary,G.GOVERNANCE.DPL.e.e1.ACCESS_CORRECTION,2;Please indicate which section of the framework refers to this issue.,4,supporting,"Section 2 of the Data Protection Act (1) indicates that data subjects have rights to access and correct data about themselves. According to the article 39,  data subjects proving their identity has the right to request, in writing, regardless of the medium, the person responsible for processing personal data, to provide him with information making it possible to know and contest the treatment of its data.

Sources:  
(1) https://numerique.gouv.tg/wp-content/uploads/2020/01/Loi-n-2019-014-du-29-octobre-2019-relative-a-la-protection-des-donnees-a-caractere-personnel-in-JO29102019.pdf",,,,,G.GOVERNANCE.DPL.e.e1,2.1,50954,0.1,0.03,0.2,Local Development Research Institute (LDRI),Western Africa,Africa
TGO,Togo,Governance,GOVERNANCE,G.GOVERNANCE.DPL,Governance (G): Data protection,Primary,G.GOVERNANCE.DPL.e.e1.DATA_HOLDER_RESPONSIBILITY,The framework sets out clear responsibilities for data holders.,4,response,Yes,2,1.0,16.0,16.0,G.GOVERNANCE.DPL.e.e1,0.0,50955,0.1,0.03,0.2,Local Development Research Institute (LDRI),Western Africa,Africa
TGO,Togo,Governance,GOVERNANCE,G.GOVERNANCE.DPL,Governance (G): Data protection,Primary,G.GOVERNANCE.DPL.e.e1.DATA_HOLDER_RESPONSIBILITY,2;Please indicate which section of the framework refers to this issue.,4,supporting,"The chapter III of the Data Protection Act in its articles 79 to Article 93 (1)  sets out clear responsibilities for data holders including fines and legal proceeding for Illicit processing of sensitive data, non-compliance with security measures, fraudulent processing of personal data, non-compliance with the right to object etc.

Sources:  
(1) https://numerique.gouv.tg/wp-content/uploads/2020/01/Loi-n-2019-014-du-29-octobre-2019-relative-a-la-protection-des-donnees-a-caractere-personnel-in-JO29102019.pdf",,,,,G.GOVERNANCE.DPL.e.e1,2.1,50955,0.1,0.03,0.2,Local Development Research Institute (LDRI),Western Africa,Africa
TGO,Togo,Governance,GOVERNANCE,G.GOVERNANCE.DPL,Governance (G): Data protection,Primary,G.GOVERNANCE.DPL.e.e1.REDRESS,The framework provides rights of redress,4,response,Yes,2,1.0,16.0,16.0,G.GOVERNANCE.DPL.e.e1,0.0,50956,0.1,0.03,0.2,Local Development Research Institute (LDRI),Western Africa,Africa
TGO,Togo,Governance,GOVERNANCE,G.GOVERNANCE.DPL,Governance (G): Data protection,Primary,G.GOVERNANCE.DPL.e.e1.REDRESS,2;Please indicate which section of the framework refers to this issue.,4,supporting,"The chapter 5 of the Data protection Act (1) provides rights of redress through the the Personal Data Protection Authority. The article the article 55 of the law define how Individuals and communities should have the right of redress against public and private bodies that fail to respect data protection rules in relation to data about them. The right of redress is not yet applicable because the authority in charge is not yet established as required by the law. 

Sources:  
(1) https://numerique.gouv.tg/wp-content/uploads/2020/01/Loi-n-2019-014-du-29-octobre-2019-relative-a-la-protection-des-donnees-a-caractere-personnel-in-JO29102019.pdf",,,,,G.GOVERNANCE.DPL.e.e1,2.1,50956,0.1,0.03,0.2,Local Development Research Institute (LDRI),Western Africa,Africa
TGO,Togo,Governance,GOVERNANCE,G.GOVERNANCE.DPL,Governance (G): Data protection,Primary,G.GOVERNANCE.DPL.e.e1.BREACH,The framework requires data controllers to notify an appropriate authority of data breaches.,4,response,No,0,0.0,16.0,0.0,G.GOVERNANCE.DPL.e.e1,0.0,50957,0.1,0.03,0.2,Local Development Research Institute (LDRI),Western Africa,Africa
TGO,Togo,Governance,GOVERNANCE,G.GOVERNANCE.DPL,Governance (G): Data protection,Primary,G.GOVERNANCE.DPL.e.e2,Specific considerations:,3,response,,,,20.0,0.0,G.GOVERNANCE.DPL.e,0.0,50958,0.1,0.03,0.2,Local Development Research Institute (LDRI),Western Africa,Africa
TGO,Togo,Governance,GOVERNANCE,G.GOVERNANCE.DPL,Governance (G): Data protection,Primary,G.GOVERNANCE.DPL.e.e2.LOCATION,Frameworks explicitly cover the protection of location-related data.,4,response,No,0,0.0,10.0,0.0,G.GOVERNANCE.DPL.e.e2,0.0,50959,0.1,0.03,0.2,Local Development Research Institute (LDRI),Western Africa,Africa
TGO,Togo,Governance,GOVERNANCE,G.GOVERNANCE.DPL,Governance (G): Data protection,Primary,G.GOVERNANCE.DPL.e.e2.AI,The framework addresses algorithmic decision making.,4,response,No,0,0.0,10.0,0.0,G.GOVERNANCE.DPL.e.e2,0.0,50960,0.1,0.03,0.2,Local Development Research Institute (LDRI),Western Africa,Africa
TGO,Togo,Governance,GOVERNANCE,G.GOVERNANCE.DPL,Governance (G): Data protection,Primary,G.GOVERNANCE.DPL.e.eb,Negative scoring:,3,response,,,,-20.0,-10.0,G.GOVERNANCE.DPL.e,0.0,50961,0.1,0.03,0.2,Local Development Research Institute (LDRI),Western Africa,Africa
TGO,Togo,Governance,GOVERNANCE,G.GOVERNANCE.DPL,Governance (G): Data protection,Primary,G.GOVERNANCE.DPL.e.eb.COVIDEXCEPTIONS,Exceptions to the usual data protection framework have been made as part of the country's COVID-19 response.,4,response,Partially,1,0.5,-20.0,-10.0,G.GOVERNANCE.DPL.e.eb,0.0,50962,0.1,0.03,0.2,Local Development Research Institute (LDRI),Western Africa,Africa
TGO,Togo,Governance,GOVERNANCE,G.GOVERNANCE.DPL,Governance (G): Data protection,Primary,G.GOVERNANCE.DPL.e.eb.COVIDEXCEPTIONS,1;Please indicate the name and url of the source of these exceptions and explain your 'Partially' response.  ,4,supporting,"During the Covid-19 pandemic the government voted the state of emergency act (1) that help violate the Article 16 of the Data Protection act allowing the government to use the voters register to distribute money to the most vulnerable people. Also the DPA act was violated allowing the government to collect and track travellers and Citizens.

Source:
(1) https://jo.gouv.tg/sites/default/files/JO/JOS_28_05_2020-65E%20ANNEE-N%C2%B0%2017.pdf#page=3",,,,,G.GOVERNANCE.DPL.e.eb,2.0,50962,0.1,0.03,0.2,Local Development Research Institute (LDRI),Western Africa,Africa
TGO,Togo,Governance,GOVERNANCE,G.GOVERNANCE.DPL,Governance (G): Data protection,Primary,G.GOVERNANCE.DPL.c,Extent,2,response,,,,1.0,1.0,G.GOVERNANCE.DPL,0.0,50963,0.1,0.03,0.2,Local Development Research Institute (LDRI),Western Africa,Africa
TGO,Togo,Governance,GOVERNANCE,G.GOVERNANCE.DPL,Governance (G): Data protection,Primary,G.GOVERNANCE.DPL.c.SECTOR_EXTENT,How broadly does this data protection framework apply?,4,response,The framework applies widely across all sectors (including public and private sector).,2,1.0,,,G.GOVERNANCE.DPL.c,0.0,50964,0.1,0.03,0.2,Local Development Research Institute (LDRI),Western Africa,Africa
TGO,Togo,Governance,GOVERNANCE,G.GOVERNANCE.DPL,Governance (G): Data protection,Primary,G.GOVERNANCE.DPL.c.SECTOR_EXTENT,2;Please describe all sectors included in the framework and indicate which section of the framework refers to this issue.,4,supporting,"The Article 2 of the data protection act (1) define explains that the law is applied to all sectors including private and public sectors.

Sources: 
(1) https://numerique.gouv.tg/wp-content/uploads/2020/01/Loi-n-2019-014-du-29-octobre-2019-relative-a-la-protection-des-donnees-a-caractere-personnel-in-JO29102019.pdf",,,,,G.GOVERNANCE.DPL.c,2.2,50964,0.1,0.03,0.2,Local Development Research Institute (LDRI),Western Africa,Africa
TGO,Togo,Governance,GOVERNANCE,G.GOVERNANCE.DPL,Governance (G): Data protection,Primary,G.GOVERNANCE.DPL.c.GEOGRAPHIC_SCOPE,Does this framework apply across the whole country?,4,response,"The framework assessed, or equivalent frameworks, apply across the whole country.",2,1.0,,,G.GOVERNANCE.DPL.c,0.0,50965,0.1,0.03,0.2,Local Development Research Institute (LDRI),Western Africa,Africa
TGO,Togo,Governance,GOVERNANCE,G.GOVERNANCE.DPL,Governance (G): Data protection,Primary,G.GOVERNANCE.DPL.c.GEOGRAPHIC_SCOPE,"2;Please indicate if the framework applies to the whole country, and if not, mention some of the equivalent ones from other regions.",4,supporting,"Article 2 of the data protection act (1) define explains that the law is applied to the whole country.

Sources:  
(1) https://numerique.gouv.tg/wp-content/uploads/2020/01/Loi-n-2019-014-du-29-octobre-2019-relative-a-la-protection-des-donnees-a-caractere-personnel-in-JO29102019.pdf",,,,,G.GOVERNANCE.DPL.c,2.2,50965,0.1,0.03,0.2,Local Development Research Institute (LDRI),Western Africa,Africa
TGO,Togo,Governance,GOVERNANCE,G.GOVERNANCE.ODPOLICY,Governance (G): Open data policy,Primary,G.GOVERNANCE.ODPOLICY,"To what extent do relevant laws, regulations, policies, and guidance provide a comprehensive framework for generating and publishing open data?",1,response,,,,,0.0,G.GOVERNANCE.ODPOLICY,0.0,50966,0.1,0.03,0.2,Local Development Research Institute (LDRI),Western Africa,Africa
TGO,Togo,Governance,GOVERNANCE,G.GOVERNANCE.ODPOLICY,Governance (G): Open data policy,Primary,G.GOVERNANCE.ODPOLICY,"To what extent do relevant laws, regulations, policies, and guidance provide a comprehensive framework for generating and publishing open data?",1,justification,"Togo has no open data framework. However, people refer to the law on freedom of access to information and public documentation (1) (2) in some cases to refer to open data. The official website on open data is unavailable. (3) 


(1) The law on freedom of access to information and public documentation, http://jo.gouv.tg/sites/default/files/publications/JOS_30_03_16-61%C3%A8%20ANNEE%20N%C2%B010.pdf#page=14

(2) Reference to open data on government official website, https://www.republicoftogo.com/Toutes-les-rubriques/Tech-Web/L-Open-Data-est-un-nouveau-vecteur-de-creation-de-richesse

(3) The official Open data Website, http://opendata.tg/",,,,,G.GOVERNANCE.ODPOLICY,1.0,50966,0.1,0.03,0.2,Local Development Research Institute (LDRI),Western Africa,Africa
TGO,Togo,Governance,GOVERNANCE,G.GOVERNANCE.ODPOLICY,Governance (G): Open data policy,Primary,G.GOVERNANCE.ODPOLICY,1,1,example,[LOI PORTANT LIBERTÉ D’ACCÈS À L’INFORMATION ET A LA DOCUMENTATION PUBLIQUES](http://jo.gouv.tg/sites/default/files/publications/JOS_30_03_16-61%C3%A8%20ANNEE%20N%C2%B010.pdf#page=14),,,,,G.GOVERNANCE.ODPOLICY,3.0,50966,0.1,0.03,0.2,Local Development Research Institute (LDRI),Western Africa,Africa
TGO,Togo,Governance,GOVERNANCE,G.GOVERNANCE.ODPOLICY,Governance (G): Open data policy,Primary,G.GOVERNANCE.ODPOLICY,2,1,example,[L’Open Data est un nouveau vecteur de création de richesse](https://www.republicoftogo.com/Toutes-les-rubriques/Tech-Web/L-Open-Data-est-un-nouveau-vecteur-de-creation-de-richesse),,,,,G.GOVERNANCE.ODPOLICY,3.1,50966,0.1,0.03,0.2,Local Development Research Institute (LDRI),Western Africa,Africa
TGO,Togo,Governance,GOVERNANCE,G.GOVERNANCE.ODPOLICY,Governance (G): Open data policy,Primary,G.GOVERNANCE.ODPOLICY,3,1,example,[Togo open data website](http://opendata.tg),,,,,G.GOVERNANCE.ODPOLICY,3.2,50966,0.1,0.03,0.2,Local Development Research Institute (LDRI),Western Africa,Africa
TGO,Togo,Governance,GOVERNANCE,G.GOVERNANCE.ODPOLICY,Governance (G): Open data policy,Primary,G.GOVERNANCE.ODPOLICY.a,Existence,2,response,,,,1.0,0.0,G.GOVERNANCE.ODPOLICY,0.0,50967,0.1,0.03,0.2,Local Development Research Institute (LDRI),Western Africa,Africa
TGO,Togo,Governance,GOVERNANCE,G.GOVERNANCE.ODPOLICY,Governance (G): Open data policy,Primary,G.GOVERNANCE.ODPOLICY.a.EXISTS,What is the nature of the framework?,4,response,No framework exists.,0,0.0,,,G.GOVERNANCE.ODPOLICY.a,0.0,50968,0.1,0.03,0.2,Local Development Research Institute (LDRI),Western Africa,Africa
TGO,Togo,Governance,GOVERNANCE,G.GOVERNANCE.ODPOLICY,Governance (G): Open data policy,Primary,G.GOVERNANCE.ODPOLICY.a.EXISTS,"0,1;In the absence of a strong legal framework, are there alternative norms or customs that play this role in the country? If so, please explain how. ",4,supporting,"Since 2016, Togo has a law on freedom of access to information and public documentation. The laws allows access to information and public documents online and offline. It defines the conditions for the reuse of information and public documentation (1). However it does't define open data and there is no law on Open public data in Togo. 

Sources: 
(1) http://jo.gouv.tg/sites/default/files/publications/JOS_30_03_16-61%C3%A8%20ANNEE%20N%C2%B010.pdf#page=14",,,,,G.GOVERNANCE.ODPOLICY.a,2.0,50968,0.1,0.03,0.2,Local Development Research Institute (LDRI),Western Africa,Africa
TGO,Togo,Governance,GOVERNANCE,G.GOVERNANCE.ODPOLICY,Governance (G): Open data policy,Primary,G.GOVERNANCE.ODPOLICY.a.EXISTS,"0,1;If there are draft laws or regulations not yet in force, but that would provide a more robust framework in future, please provide brief details here. ",4,supporting,"The government has an official website for open data (1) but the website is not functional, but according to the government, The US embassy and the European Union office in Togo, there is efforts to set up a framework for Open data. Note that The government of Togo publishes data on this platform : https://togo.opendataforafrica.org/# But the platform belongs to the African Development Bank

Sources: 
(1) http://opendata.tg/",,,,,G.GOVERNANCE.ODPOLICY.a,2.2,50968,0.1,0.03,0.2,Local Development Research Institute (LDRI),Western Africa,Africa
TGO,Togo,Governance,GOVERNANCE,G.GOVERNANCE.ODPOLICY,Governance (G): Open data policy,Primary,G.GOVERNANCE.ODPOLICY.e,Elements,2,response,,,,100.0,0.0,G.GOVERNANCE.ODPOLICY,0.0,50969,0.1,0.03,0.2,Local Development Research Institute (LDRI),Western Africa,Africa
TGO,Togo,Governance,GOVERNANCE,G.GOVERNANCE.ODPOLICY,Governance (G): Open data policy,Primary,G.GOVERNANCE.ODPOLICY.e.e1,Rights and responsibilities:,3,response,,,,80.0,0.0,G.GOVERNANCE.ODPOLICY.e,0.0,50970,0.1,0.03,0.2,Local Development Research Institute (LDRI),Western Africa,Africa
TGO,Togo,Governance,GOVERNANCE,G.GOVERNANCE.ODPOLICY,Governance (G): Open data policy,Primary,G.GOVERNANCE.ODPOLICY.e.e1.OPENDATA-DEF,The framework establishes a common definition of open data.,4,response,No,0,0.0,20.0,0.0,G.GOVERNANCE.ODPOLICY.e.e1,0.0,50971,0.1,0.03,0.2,Local Development Research Institute (LDRI),Western Africa,Africa
TGO,Togo,Governance,GOVERNANCE,G.GOVERNANCE.ODPOLICY,Governance (G): Open data policy,Primary,G.GOVERNANCE.ODPOLICY.e.e1.OPENLICENCES,The framework promotes open licensing without any restrictions beyond attribution and share-alike.,4,response,No,0,0.0,20.0,0.0,G.GOVERNANCE.ODPOLICY.e.e1,0.0,50972,0.1,0.03,0.2,Local Development Research Institute (LDRI),Western Africa,Africa
TGO,Togo,Governance,GOVERNANCE,G.GOVERNANCE.ODPOLICY,Governance (G): Open data policy,Primary,G.GOVERNANCE.ODPOLICY.e.e1.MACHINE_READABLE,The framework requires to publish data in machine readable formats.,4,response,No,0,0.0,20.0,0.0,G.GOVERNANCE.ODPOLICY.e.e1,0.0,50973,0.1,0.03,0.2,Local Development Research Institute (LDRI),Western Africa,Africa
TGO,Togo,Governance,GOVERNANCE,G.GOVERNANCE.ODPOLICY,Governance (G): Open data policy,Primary,G.GOVERNANCE.ODPOLICY.e.e1.STANDARDS,The rules/guidance requires the use of specific data standards.,4,response,No,0,0.0,20.0,0.0,G.GOVERNANCE.ODPOLICY.e.e1,0.0,50974,0.1,0.03,0.2,Local Development Research Institute (LDRI),Western Africa,Africa
TGO,Togo,Governance,GOVERNANCE,G.GOVERNANCE.ODPOLICY,Governance (G): Open data policy,Primary,G.GOVERNANCE.ODPOLICY.e.e2,Specific considerations:,3,response,,,,20.0,0.0,G.GOVERNANCE.ODPOLICY.e,0.0,50975,0.1,0.03,0.2,Local Development Research Institute (LDRI),Western Africa,Africa
TGO,Togo,Governance,GOVERNANCE,G.GOVERNANCE.ODPOLICY,Governance (G): Open data policy,Primary,G.GOVERNANCE.ODPOLICY.e.e2.CAPACITY,The framework promotes training and capacity building among government officials.,4,response,No,0,0.0,20.0,0.0,G.GOVERNANCE.ODPOLICY.e.e2,0.0,50976,0.1,0.03,0.2,Local Development Research Institute (LDRI),Western Africa,Africa
TGO,Togo,Governance,GOVERNANCE,G.GOVERNANCE.ODPOLICY,Governance (G): Open data policy,Primary,G.GOVERNANCE.ODPOLICY.c,Extent,2,response,,,,1.0,0.7,G.GOVERNANCE.ODPOLICY,0.0,50977,0.1,0.03,0.2,Local Development Research Institute (LDRI),Western Africa,Africa
TGO,Togo,Governance,GOVERNANCE,G.GOVERNANCE.ODPOLICY,Governance (G): Open data policy,Primary,G.GOVERNANCE.ODPOLICY.c.EXTENT,"How widely do these laws, regulations, policies or guidance apply?",4,response,,,,,,G.GOVERNANCE.ODPOLICY.c,0.0,50978,0.1,0.03,0.2,Local Development Research Institute (LDRI),Western Africa,Africa
TGO,Togo,Governance,GOVERNANCE,G.GOVERNANCE.DATASHARING,Governance (G): Data sharing frameworks,Primary,G.GOVERNANCE.DATASHARING,"To what extent do relevant laws, regulations, policies, and guidance provide a comprehensive framework for data sharing?",1,response,,,,,9.000000000000002,G.GOVERNANCE.DATASHARING,0.0,50979,0.1,0.03,0.2,Local Development Research Institute (LDRI),Western Africa,Africa
TGO,Togo,Governance,GOVERNANCE,G.GOVERNANCE.DATASHARING,Governance (G): Data sharing frameworks,Primary,G.GOVERNANCE.DATASHARING,"To what extent do relevant laws, regulations, policies, and guidance provide a comprehensive framework for data sharing?",1,justification,"In Togo, The laws do not explicitly mention data sharing. They refer more to making information available to applicants and sharing information in between government agencies, departments etc. And in some cases this data is only available on request or on-site consultation. The only law which made mention of data sharing in the context of the law is the Law 2017-07 of June 22, 2017 relating to electronic transactions (1). 


Sources:

(1) The Law n ° 2017‐07 of June 22, 2017 relating to electronic transactions, http://www.droit-afrique.com/uploads/Togo-Loi-2017-07-transactions-electroniques.pdf",,,,,G.GOVERNANCE.DATASHARING,1.0,50979,0.1,0.03,0.2,Local Development Research Institute (LDRI),Western Africa,Africa
TGO,Togo,Governance,GOVERNANCE,G.GOVERNANCE.DATASHARING,Governance (G): Data sharing frameworks,Primary,G.GOVERNANCE.DATASHARING,1,1,example,"[The Law n ° 2017‐07 of June 22, 2017 relating to electronic transactions,](http://www.droit-afrique.com/uploads/Togo-Loi-2017-07-transactions-electroniques.pdf)",,,,,G.GOVERNANCE.DATASHARING,3.0,50979,0.1,0.03,0.2,Local Development Research Institute (LDRI),Western Africa,Africa
TGO,Togo,Governance,GOVERNANCE,G.GOVERNANCE.DATASHARING,Governance (G): Data sharing frameworks,Primary,G.GOVERNANCE.DATASHARING.a,Existence,2,response,,,,1.0,0.9,G.GOVERNANCE.DATASHARING,0.0,50980,0.1,0.03,0.2,Local Development Research Institute (LDRI),Western Africa,Africa
TGO,Togo,Governance,GOVERNANCE,G.GOVERNANCE.DATASHARING,Governance (G): Data sharing frameworks,Primary,G.GOVERNANCE.DATASHARING.a.EXISTS,What is the nature of the framework?,4,response,A framework exists but lacks full force of law.,1,0.5,,,G.GOVERNANCE.DATASHARING.a,0.0,50981,0.1,0.03,0.2,Local Development Research Institute (LDRI),Western Africa,Africa
